airport	count
Leeds Bradford Airport	28
Las Vegas Municipal Airport	8
Hutchinson Municipal Airport	10
St John Airport	2
Lake Riverside Estates Airport	1
Freedom Field	3
Escuela Mariscal Sucre Airport	1
O'Bleness Memorial Hospital Heliport	6
May's Strip	2
Mc Donough County Hospital Heliport	4
Keim Heliport	5
Lawrence County Airport	2
Sielaff Helo Pad Heliport	4
Cornwall (Community Hospital McConnell Site) Heliport	7
Cottonwood Municipal Airport	2
Orangeville/Headwaters Healthcare Centre Heliport	3
Hernesaari Heliport	6
Wieringermeer Glider Field	1
Fort Deposit Lowndes County Airport	1
Kerby Field	1
Vaughan Airport	2
Exeter Hospital Heliport	10
Shepparton Airport	1
Newcastle Airport	11
J.B. Heliport	6
Davy Jones /Private/ Airport	1
East Liverpool City Hospital Heliport	9
Mahogany Mtn. Airport	2
Little River Airport	1
Seletar Airport	1
Erb Acres Airport	4
Rak Airport	1
Sanderson Field	2
Mercy Hospital & Healthcare Center Heliport	3
Nicholson Peninsula Airport	2
Begumpet Airport	5
Enloe Hospital Heliport	1
Hanny Beaver Airpark Inc Airport	1
Alaimo's Heliport	7
Saline County Regional Airport	3
Kearny Helistop	17
W S Lee & Sons Inc Heliport	5
Springdale Municipal Airport	1
Rinehart Airport	7
Waseca Municipal Airport	1
Holmansville Heliport	20
Wilford Hall Medical Center Heliport	3
Calgary (Peter Lougheed Centre) Heliport	7
Retford Gamston Airport	1
Delta County Memorial Hospital Heliport	4
Teufel Heliport	5
Vzletišče Hauptmanca	2
Brookville Hospital Heliport	1
Belmont Park Heliport	18
NG Tuckerton Armory Helistop	9
Toronto (Hospital For Sick Children) Heliport	17
Station 507f Heliport	1
South Lake Hospital Main Campus Heliport	13
One Hospital Trust Heliport	19
Cannon Creek Airpark	2
Port Everglades Heliport	2
Osnabrück Hospital Helipad	2
Yankee Airstrip	3
Brown Airport	5
Crisp County Cordele Airport	1
Salado Airport	4
Smith's Strip	3
Aurora Sheboygan Memorial Medical Center Heliport	6
R.H. Heliport	3
Swensen Airport	1
Porter Ranch Airport	2
Tromsø Heliport, University Hospital	5
High Crest Helistop	5
Pocono Raceway Heliport	1
Sky Valley Airpark	5
Warren Municipal Airport	2
Elkin Municipal Airport	1
Duke University North Heliport	19
Dyersville Area Airport	1
Thunder Ridge Airpark	9
Dolgeville Airport	1
Lewis Electric Apparatus Repair Inc Heliport	2
Immanuel - St Joseph's Hospital Heliport	9
Baney's Airport	8
Zim Airport	5
Prickett-Grooms Field	1
Sallisaw Municipal Airport	5
Leaside Aerodrome	1
Cuyahoga County Airport	11
Edmonton / Lechelt Field	52
Kokosing Heliport	2
Wightman Airport	2
Glendale Adventist Medical Center/Gamc Heliport	2
Wuesthoff Hospital Emergency Heliport	10
St. Vincent Outpatient Center Heliport	2
Black River Falls Area Airport	1
Brown and Lambrecht Heliport	4
Vandersnick Airport	2
Dillon County Airport	2
Norman & White Airport	6
Hawk Field	4
Thomaston Upson County Airport	1
Estación Aeronaval Airport	1
Dosher Heliport	7
Delaware Museum Heliport	1
Céroux-Mousty Ballon Field	4
South Fulton Airport	1
Cuero Community Hospital Heliport	2
Termon Altiport	1
Highlands Regional Medical Center Heliport	8
Ponca City Regional Airport	11
Mathews Memorial Airport	5
Hawthorne Industrial Airport	1
Elk Hills Buttonwillow Airport	3
Grove Field	9
Flying Z Ranch Airport	2
Adventist Bolingbrook Hospital Heliport	11
Southend Farm Heliport	3
Etmc - Quitman Heliport	2
Miller Motorsports Park Heliport	1
Kenepuru Hospital Heliport	1
St. Helena Fire Department Heliport	5
Dauphin Island Airport	2
Youvan Airport	7
G Bar F Ranch Airport	2
Bayview Farms Airport	3
St. Luke's Solon Emergency Center Heliport	4
Banbury Airfield	1
Goddard Hosp Heliport	10
Tahlequah Municipal Airport	5
Oscoda County Airport	4
Montague-Yreka Rohrer Field	6
Miller Army Airfield	7
Hat Field	2
Morton Hospital Heliport	12
Frings Airport	1
Fairlane Plaza Heliport	18
Total Rf Heliport	4
Portland Mulino Airport	3
Glenswinton Farm Airstrip	1
Gallup Farm Airport	2
Indian Creek Airport	4
Queens Wharf Heliport	12
Covey Trails Airport	2
Morris Lazy K Ranch Airport	1
Idaho City US Forest Service Airport	2
Meadowbrook Airport	2
O And G Heliport	8
Umphlett Airstrip	1
Public Service Company/Mdc Heliport	4
Rocky Bay Airport	4
Marine Helicopter Squadron 361 Heliport	5
Spencer Airport	6
Houston County Airport	4
Azagra Airstrip	10
Des Moines International Airport	6
Walter Reed Forest Glen Heliport	11
Grigg Farm Airport	4
Ottawa (Civic Hospital) Heliport	7
Hillsboro Municipal Airport	3
Queen Elizabeth II Hospital Helipad	6
Alexandra Park Aerodrome	16
Lanigan Airport	1
Round Lake Seaplane Base	1
Advance Materials Corp Heliport	9
Duval Freer Airport	4
Wiarton Airport	2
Tubac Ultralight Flightpark Ultralightport	7
Summit Medical Center Heliport	11
Bonavista Airport	2
Wurtsboro Sullivan County Airport	2
Hallick Farm Airport	1
Vasile Field	2
Myer Airport	1
Richland Airpark	2
Chambers Airport	4
Manassas Regional Airport/Harry P. Davis Field	1
Picayune Airport	4
Dutchess County Airport	6
Harsens Island Airport	4
North Patrol Div Station Heliport	9
Put In Bay Airport	1
Lodge Farm Airstrip	11
Kingston (General Hospital) Heliport	6
Nehalem Bay State Airport	5
Nottingham Airport	38
Mercy Gilbert Medical Center Heliport	1
Playa Baracoa Airport	1
ULM de Dolores	2
Elk City Regional Business Airport	7
Örnsköldsvik Airport	1
Shenstone Flying Strip	11
Pindarra Hospital Helipad	7
Liverpool John Lennon Airport	39
East Midlands Airport	16
Stratford Municipal Airport	15
Rgnl Public Safety Training Academy Heliport	2
Table Mountain Field	3
Wilson Airport	2
Nevada County Airport	6
Robison Airport	13
Buiksloot Airfield	11
Sault Ste Marie Municipal Sanderson Field	10
Ottumwa Hospital Heliport	10
Durham Tees Valley Airport	4
Rent-A-Tool Heliport	4
Butterville Airport	3
Seligman Airport	3
Hatch Municipal Airport	3
Heitman Field Airport	1
Zortman Airport	3
Ascot Racecourse Heliport	4
Simpang Airport	2
Silverhill Nolf Airport	2
Sheffield City Heliport	23
Pegasus Place Airstrip	3
Michaels Farms Airport	4
Orlando Apopka Airport	7
Muddy Creek Airport	2
University of Mn Hospitals & Clinics Heliport	3
Aeródromo de la Curiscada	1
Northeast Alabama Regional Airport	13
Edward Hospital Heliport	18
Medical Center Heliport	22
Opela Heliport	12
Piteå Airport	1
Grand Prairie Municipal Airport	11
Akin and Akin Airport	1
Long Lake /Helms Seaplane Base	3
ASB Bank Centre Heliport	25
Nueces County Airport	3
Randal Field	1
Ports O'Call Heliport	15
Head Field	1
Allen C Perkinson Blackstone Army Air Field	2
Major W. Guth STOLport	17
Hicksville Aviation Country Club	8
Edmunston (Fraser Papers Inc) Heliport	2
Salina Regional Health Center Heliport	10
Coventry Airport	25
185 Monmouth Parkway Associates Helistop	6
Menominee Marinette Twin County Airport	1
St Anthony's Medical Center Heliport	3
Andy Mc Beth Airport	2
Merrill Municipal Airport	2
Guliker Field	6
Jefferson Landings Airport	1
Rochelle Community Hospital Heliport	2
Rockdale Hospital Heliport	10
Limberlost Ranch Airport	6
Burrill Airport	5
Pine Bottom Heliport	3
Odom Field	2
Breckenridge Army Airfield	3
Texas County Memorial Hospital Heliport	1
Batlava-Donja Penduha Air Base	4
Air Evac 53 Heliport	5
Sunbury Airport	2
Concord Hospital Heliport	7
Lutheran General Hospital Heliport	14
Village Airport	2
Neno Airport	2
Gifford Field	5
Johnson Seaplane Base	2
Graham's Landing Airport	4
Kirschstein Heliport	5
Lgh-Women and Babies Hospital Heliport	1
Greymouth Airport	1
Back Achers Airport	1
Mooseberry Airport	8
Libby Heliport	4
Rmc Heliport	8
Christison Airport	2
A J Oster Co. Heliport	5
Farm Yard Field	2
Iberá Airport	1
Manzanita Airport	12
San Jose Heliport	1
Cranbrook (East Kootenay Regional Hospital) Heliport	6
Newcastle (Morgan's Road) Heliport	2
Davison Ranch Airport	4
Race Creek Heliport	3
Towner Farm Airport	1
Arcadia Bienville Parish Airport	1
Wexford County Airport	4
El Rancho Airport	3
Elkhart Morton County Airport	1
Guyancourt Airport	1
Western Airpark	10
Mogollon Airpark	7
Clayton Heliport	2
Winslow Lindbergh Regional Airport	9
Pensacola Naval Air Station/Forrest Sherman Field	2
Cgh Medical Center Heliport	3
Miramar Marine Corps Air Station - Mitscher Field	3
Padgham Field	5
Live Oak Ranch Airport	2
Wedington Woods Airport	3
Stella Airport	1
North Valley Airport	1
Panther Creek Airport	1
Safdarjung Airport	20
Jorgensen - Stoller Airport	2
Flying U Ranch Airport	1
Va Greater Los Angeles Health Care Center Heliport	5
Sutton's Field	3
Nanaimo/Long Lake Seaplane Base	30
Willowdale Airfield	21
New York State D.E.C. Indian Lake Heliport	2
Dad's Field	4
Waltham Weston Hospital & Medical Center Heliport	5
Mc Gehee Air Park	1
Sawtooth Airport	6
Latrobe Hospital Heliport	5
Luther Airport	3
Russell County Medical Center Heliport	1
Baptist Regional Health Center Heliport	6
Sandy River Airport	2
Memorial Hospital At South Bend Heliport	22
Karlstad South Airport	1
Blackacre Farm Airport	5
Okolona Municipal-Richard Stovall Field	2
Tucker Farm Heliport	4
Point Seaplane Base	2
Kitty Hawk Farm Ultralightport	1
Farnborough Airport	3
Ogdensburg International Airport	5
Javika Airport	24
Oktibbeha County Hospital Heliport	5
Catamount Airfield	6
Hummel Seaplane Base	4
Hedge Hop Field	2
Express Heliport	1
7-M Ranch Airport	2
Claremore Regional Hospital Heliport	9
Airborn Paraflite Ultralightport	1
American Cyanamid County Heliport	15
Sussex County Airport	2
Arkansas Methodist Hospital Heliport	3
St George Island Airport	8
Evanston Hospital-Golf Course Site Heliport	14
Kaalaiki Airstrip	1
Silver Springs Airport	2
Leeds Heliport	3
Upmc Passavant Cranberry Heliport	1
Sher-Wood Airport	1
Snohomish County (Paine Field) Airport	5
Ogallala Community Hospital Heliport	4
Eab Plaza Heliport	6
Wejherowo Airport	1
Pilots Ridge Airport	4
Beaumont Dearborn Heliport	9
K Ranch Airport	1
Shun Tak Heliport	9
Tupelo Field	1
Montgomery County Airpark	1
Redbud Community Hospital Heliport	5
Ince Blundell Microlight	3
Portales Municipal Airport	2
Door County Memorial Hospital Heliport	8
Mckimmy Field	1
Webster City Municipal Airport	3
Pueblo Memorial Airport	1
Madera Municipal Airport	7
Cairns International Airport	7
North Air Seaplane Base	1
Bound Brook Nr 1 Heliport	9
Central Community Hospital Heliport	2
Evangelisches Jung-Stilling Hospital Helipad	2
Keene/Elmhirst's Resort Seaplane Base	1
Caboolture Airport	1
Walter Knox Memorial Hospital Heliport	3
Philip Sporn Plant Heliport	4
Universitair Medisch Centrum Heliport	3
Dave Nash Ranch Airport	5
Little Rock Police DepartmentHeliport	3
Winneshiek Medical Center Heliport	1
Samaritan Medical Center Heliport	8
Sheridan Airport	4
Vermilion Township Heliport	2
Pixley-Richards Gilbert Heliport	6
Sundre Airport	4
Walker Regional Medical Center Heliport	7
Fort Duncan Medical Center Heliport	4
Hopedale Industrial Park Airport	9
Royal North Shore Hospital Helipad	42
R I Science Center Helistop	8
Vine Grove Airport	6
Lorden Heliport	9
Trenton Mercer Airport	6
Overland Park Regional Medical Center Heliport	8
Highland Farm Airport	2
Anoka County-Blaine (Janes Field) Airport	16
Mystery Farm Airport	6
Bierly(Personal Use) Airport	6
Plan De Guadalupe International Airport	4
Alfred Schroeder Field	3
Yucca Valley Service Center Heliport	7
Panda Airport	1
Hamilton Field	3
Owen Field	1
Showa Airport	1
Beauvoir-Sur-Mer	1
Lower Manor Farm Airstrip	3
Seabrook Station Heliport	1
Cheikh Larbi Tébessi Airport	1
D B Smith Memorial Heliport	2
Pratt & Whitney Heliport	7
Cherry Point MCAS /Cunningham Field/	5
Jameson Memorial Hospital Heliport	5
Petrolia Airport	9
Bethesda Memorial Hospital Heliport	17
Trivelpiece Airport	3
Marther Field	4
Marshall County Hospital Heliport	5
Pratt Regional Airport	7
Mohall Municipal Airport	7
Florina Airport	1
Saddleback Memorial Medical Center Heliport	15
Twin Lakes Airport	1
St Landry Parish Ahart Field	1
Buddys Ag Service Airport	3
Puff Airpark	2
Turkey Creek Airport	8
Moore Airpark	4
Las Lomas Heliport	2
Ervin Airfield	1
Lydeway field	3
Peterborough (Civic Hospital) Heliport	12
Baxter County Sheriffs Heliport	6
J C Blair Memorial Hospital Heliport	5
Rohnerville Airport	15
Crossville Memorial Whitson Field	4
Jerry Tyler Memorial Airport	7
Portland Municipal Airport	3
Enosburg Falls Armory Heliport	4
Cramer Aerodrome	1
Tura Airport	3
Aurangabad Airport	1
Shriver Airport	6
Abrams Municipal Airport	3
Geraldton Airport	2
Dabolim Airport	3
H H Coffield Regional Airport	2
Capitol Airport	7
Perry County Memorial Hospital Heliport	4
Cook Hospital Heliport	1
Hill City Municipal Airport	2
Edenvale Aerodrome	2
Sunstate-Glendale Helistop	17
Henning Municipal Airport	7
Rutland Regional Medical Center Heliport	7
Lawlor-Justus Airport	2
Sedalia Memorial Airport	1
Huber Airport	1
Somersby Airstrip	2
Highlands Hospital Heliport	3
Washington National Guard - Sinclair Hgts Heliport	1
Wien Heliport	3
Ida's Heliport	3
Hancock County-Bar Harbor Airport	4
Glasgow Municipal Airport	4
Harris Airport	3
Centre Hospitalier Heliport	11
Ditton Priors Airstrip	1
Anamosa Community Hospital Heliport	2
Medical Center of Southeastern Oklahoma Heliport	7
Austin Airport	9
Ames Municipal Airport	12
Hackberry Airport	3
Willow Lake Airstrip	1
Mollica Airport	5
Lorain County Regional Airport	9
Kobe Airport	2
St Catherine International Airport	1
Memorial Hospital of Taylor County Heliport	1
Roberts International Airport	10
Grabtsevo Airport	1
Palm Beach Gardens Medical Center Heliport	4
Bridlington Airfield	4
Estes Airport	7
San Saba County Municipal Airport	2
Kamiah Municipal Airport	4
Ellsworth Air Force Base	2
Wolf Mountain Airport	2
Rio Linda Airport	3
Chester County G O Carlson Airport	5
Regina International Airport	4
Montezuma Airport	6
Myers Field Airstrip	1
Veterans Home & Hospital Heliport	2
Jersey Turnpike Heliport	8
Miry Dam Heliport	5
Egerton Airfield	9
Phippsburg Heliport	1
Wollongong Hospital Helipad	6
Delaware County Johnson Field	12
Cardinal Couriers Heliport	1
Davidson County Airport	11
West Private Airport	5
Windswept Airport	3
Camp Beauregard Army National Guard Heliport	2
Saint Elizabeth Medical Center Heliport	4
H. Chambers Cadillac Heliport	15
Blythe Airport	7
Stennis International Airport	1
Bowman's Beach Helistop	3
Expressway Airpark	4
Whitewater Mesa Ranch Airport	1
J Lynn Helms Sevier County Airport	2
Lafayette General Hospital Heliport	11
Hamilton Helistop	1
Doc's Airport	1
Alison Air Park	17
Dodge City Regional Airport	1
Cedar Point Landing Heliport	5
Dow Division Heliport	4
Witherenden Airstrip	1
Finner Camp Heliport	1
CAHC Emergency Heliport	4
Emory Johns Creek Hospital Heliport	11
Mactan Cebu International Airport	8
Morris Hospital Heliport	5
Sheba (Tel HaShomer) Medical Center	1
Gates Airport	1
Hadley Airport	6
Polk County Hospital Heliport	1
Specialty Records Heliport	15
Timken Mercy Medical Center Heliport	19
Todd Field	2
Jet Line South Heliport	2
Kuantan Airport	1
Chişinău International Airport	2
Ruhe's Airport	2
San Carlos Apache Airport	5
Arrowhead Assault Strip	2
Mallow International Airport	1
Cantrell Farms Airport	2
Mount Isa Airport	1
Mills Airport	4
Abilene Executive Airpark	2
Middlebury State Airport	2
Whifferdill Airport	5
Viborg Airport	1
Whiteman Airport	4
B & V Flying Ranch Airport	2
Aviators Paradise Field	2
Valier Airport	1
Diego Jimenez Torres Airport	5
L G Hospital Heliport	12
Star Hill Golf Club Airport	2
Palm Beach Sheriff's Range Heliport	9
Skaneateles Aero Drome Airport	4
Smith Airport	3
Flying M Ranch Airport	4
Christian's Airport	4
Alfred Hospital Helipad	3
Franklin Center Airport	1
Taylor's Air Park	3
Yellowbird Farm Airport	1
Jaars Townsend Airport	4
Rognan Airport	1
Rainy River Seaplane Base	1
Duluth International Airport	2
Leesburg Executive Airport	5
Beauchamp Airstrip	2
Bradley International Airport	2
Albi-Le Séquestre Airport	1
Live Oak County Airport	2
Teniente Av. Jorge Henrich Arauz Airport	1
Scherrico Meadows Airport	4
Albury Base Hospital Helipad	4
RAF Hornby Hall	1
Middletown Township Police Heliport	2
Henry Ford Wyandotte Hospital Heliport	17
Luis Munoz Marin International Airport	3
Hannover Airport	1
Nj Turnpike Authority Heliport	5
Emergency Medical Evacuation Heliport	2
Chiloquin State Airport	6
Aeroflex-Andover Airport	2
John Muir Walnut Creek Medical Center Heliport	8
Assumption Comunity Hospital Heliport	5
Air Operations Control Station Nieuw Milligen	4
Newton City-County Airport	4
Craik Airport	1
Grinnell Regional Medical Center Heliport	1
South Peninsula Hospital Heliport	4
Columbia Memorial Hospital Heliport	3
Martin Airport	2
Corning Municipal Airport	6
Brunswick Family Health Center Heliport	2
Drake Field	3
Cullman Medical Center Heliport	8
Myska Field	23
Ridgway Heliport	1
New Jersey Steel Helistop	2
Adjuntas Airport	6
Rolla National Airport	4
Ipswich Airport	5
Lone Mountain International Airport	1
Belleville (QHC) Heliport	7
Sierra Vista Regional Medical Center Heliport	12
Macks Heliport	1
Ray Community Airport	1
Inta Northeast Airport	2
St James Hospital and Health Centers Heliport	9
Chilton Memorial Hospital Heliport	3
Innes Acres Airport	2
Jicarilla Apache Nation Airport	3
Tucson Medical Center Heliport	2
Sabalos Ward Heliport	3
Crystal Airport	8
Brigham & Women's Hospital Heliport	5
Locke Lake Airport	1
Candy Lake Estate Airport	1
B&B Farm Airport	3
Darrington Clinic Ems Heliport	2
Cackleberry Airport	7
Kamloops Seaplane Base	21
Lakeview Shock Incarceration Center Heliport	2
Eagle River Union Airport	4
Rainshed Heliport	5
Flying Loon Seaplane Base	2
Frels Airport	1
Clube de Ultraleves Aeroleve Airport	3
RAF Spitalgate Air Base	1
Hawk Junction Seaplane Base	7
Saint John (Saint John Regional Hospital) Heliport	4
Nagoya Airport	2
Hall Miller Municipal Airport	3
Consumer Products Div Warner-Lambert County Heliport	12
Ellinwood Municipal Airport	5
Continental Airport	13
Redcliffe Airport	2
J&J New Brunswick Helistop	1
Canal Uno Heliport	4
Nuestra Señora del Socorro Airport	1
New Town Municipal Airport	1
Durango La Plata County Airport	5
Eakin Airport	1
Taylor's Air Strip	1
Enterprise Municipal Airport	6
Brent Tor Airfield	2
NCH Heliport	1
Mercy Hospital Ardmore Heliport	4
Taranaki Base Hospital Heliport	3
Christus Spohn Hospital Beeville Heliport	4
Zaffelare heliport	1
Fairview Southdale Hospital Heliport	6
Clarion Heliport	1
